text,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId,sent_bear,sent_neut,sent_bull,matched_tickers,price_move
"With just over two weeks to go until the midterm elections, I’m thanking Democratic staff and volunteers who are getting out the vote and discussing the progress we’ve made under our leadership—including 10 million jobs since I came into office. Tune in.
https://t.co/e0Jv5ACv3c",Mon Oct 24 17:28:03 +0000 2022,2022-10-24 17:28:03+00:00,3576,,['https://twitter.com/i/broadcasts/1yNxaNDWonRKj'],61,,1190,848,,https://twitter.com/JoeBiden/status/1584597601407705088,1584597601407705088,1584597601407705088,0.984662652015686,0.0153132816776633,2.401568053755909e-05,MSFT,down
"Let's look at the facts: The federal deficit went up every single year in the Trump administration.

On my watch, things have been different. The deficit has come down both years that I've been in office.",Sat Oct 22 15:00:15 +0000 2022,2022-10-22 15:00:15+00:00,29137,,[],848,,11135,7623,,https://twitter.com/JoeBiden/status/1583835632396251137,1583835632396251137,1583835632396251137,0.9470831155776978,4.122811515117064e-05,0.0528756380081176,MSFT,up
"In my first year in office, I protected more lands and water than any American president since John F. Kennedy. After the previous administration rolled back protections, I restored full protections to three national monuments in Utah and New England.",Thu Oct 13 20:45:02 +0000 2022,2022-10-13 20:45:02+00:00,17095,,[],230,,3800,2804,,https://twitter.com/JoeBiden/status/1580660907205480448,1580660907205480448,1580660907205480448,0.9915946125984192,0.0053915581665933,0.0030138117726892,MSFT,neutral
"When I came to office, the economy was flat on its back—millions out of work.

So we acted quickly. We passed the American Rescue Plan, which lifted this nation from economic crisis to economic recovery. And every single Republican voted against it.",Sat Sep 24 23:01:00 +0000 2022,2022-09-24 23:01:00+00:00,29813,,[],836,,8440,6128,,https://twitter.com/JoeBiden/status/1573809756929679362,1573809756929679362,1573809756929679362,0.0366991348564624,0.081192210316658,0.8821086287498474,MSFT,neutral
Every single Republican in Congress voted against lowering costs for Americans—now every single American needs to return the favor and vote them out of office. https://t.co/xT78xqO1g7,Fri Sep 16 22:00:01 +0000 2022,2022-09-16 22:00:01+00:00,23512,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Fcx2UV_XgAArafi.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1570428195152740360/vid/720x720/_07vlS7LzLC83Vm7.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1570428195152740360/vid/540x540/Fn_N959IKSaA-hQx.mp4?tag=14', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1570428195152740360/pl/oTBgRyOjOTcHBZYR.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1570428195152740360/vid/320x320/LkB0nUxXUCqU2D6S.mp4?tag=14', bitrate=432000)], duration=25.0, type='video')]",[],487,,3695,6486,,https://twitter.com/JoeBiden/status/1570895307940003840,1570895307940003840,1570895307940003840,0.9976723790168762,0.0022080689668655,0.0001195239892695,MSFT,neutral
"We're bringing back U.S. manufacturing jobs—680,000 jobs since I took office.",Fri Sep 16 18:54:01 +0000 2022,2022-09-16 18:54:01+00:00,19931,,[],256,,3152,3342,,https://twitter.com/JoeBiden/status/1570848495900233732,1570848495900233732,1570848495900233732,0.9999728202819824,2.526691332604969e-06,2.469744140398689e-05,MSFT,neutral
"Every Republican in Congress voted against lowering prescription drug costs, health care costs, tackling the climate crisis, lowering energy costs, creating good-paying jobs, and a fairer tax system.

Every single American needs to return the favor and vote them out of office.",Sat Sep 10 21:15:01 +0000 2022,2022-09-10 21:15:01+00:00,60374,,[],905,,6311,14518,,https://twitter.com/JoeBiden/status/1568709652774526977,1568709652774526977,1568709652774526977,0.8917919397354126,0.1080103516578674,0.0001977210049517,MSFT,down
"Since I took office, our economy has created nearly 10 million new jobs and 668,000 manufacturing jobs. Proof that ‘Made in America’ is no longer just a slogan. It's a reality today—and it's just beginning.",Sat Sep 10 00:01:00 +0000 2022,2022-09-10 00:01:00+00:00,25577,,[],377,,4998,4415,,https://twitter.com/JoeBiden/status/1568389038331277312,1568389038331277312,1568389038331277312,0.7814154624938965,0.1936985105276107,0.0248860325664281,MSFT,down
"Since I took office, we've been committed to making sure every parent has the opportunity to protect their children from COVID-19.

Starting this week, you can go to https://t.co/EwdQ2dXioe and find information and appointments near you. https://t.co/RRO6auk1j7",Wed Jun 22 23:52:00 +0000 2022,2022-06-22 23:52:00+00:00,5151,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FV4B7ExWYAE6OO3.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1539669307898171393/vid/320x320/4zDW-H1NFiwbuGSj.mp4?tag=14', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1539669307898171393/vid/540x540/UcCnjXJ30JLk2b3_.mp4?tag=14', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1539669307898171393/pl/qwdIpAYqsiTz6qyO.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1539669307898171393/vid/720x720/-4DOPo8PiBLIN6KA.mp4?tag=14', bitrate=1280000)], duration=17.083, type='video')]",['http://vaccines.gov'],207,,2024,840,,https://twitter.com/JoeBiden/status/1539758130313056257,1539758130313056257,1539758130313056257,0.9985814094543456,0.0014015672495588,1.6989250070764683e-05,MSFT,up
"In May, the economy ​​added 390,000 jobs, bringing the total to 8.7 million jobs created since I took office—an all-time record.",Fri Jun 17 22:00:17 +0000 2022,2022-06-17 22:00:17+00:00,23246,,[],476,,4026,3794,,https://twitter.com/JoeBiden/status/1537918075978145795,1537918075978145795,1537918075978145795,0.5511415600776672,0.4481928944587707,0.0006655543111264,MSFT,neutral
"We've come a long way in a short time.

Before we were sworn in, so many Americans lost their jobs that my predecessor became the second president in history to leave office with fewer jobs than when he took office. https://t.co/ODjyCY3ktO",Fri Jun 17 00:47:12 +0000 2022,2022-06-17 00:47:12+00:00,5609,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FVak8--WIAIxQGc.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537597647426658305/vid/720x720/ROoEYoHgdEvaXbAY.mp4?tag=14', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537597647426658305/vid/320x320/eiolOIM0mnSVQa5t.mp4?tag=14', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1537597647426658305/pl/wW_CEatg4jz9dA57.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537597647426658305/vid/540x540/PA-g9gIDPpSRKvpB.mp4?tag=14', bitrate=832000)], duration=32.165, type='video')]",[],177,,2258,1052,,https://twitter.com/JoeBiden/status/1537597695350784003,1537597695350784003,1537597695350784003,0.9929983615875244,9.959420276572928e-05,0.0069020916707813,MSFT,neutral
"Under my predecessor, the deficit rose every single year he was in office.

Under my plan, we’re on track to cut the deficit by $1.7 trillion this year—the largest decline in American history. https://t.co/QGmjNPOklQ",Thu Jun 16 17:07:17 +0000 2022,2022-06-16 17:07:17+00:00,8428,"[Video(thumbnailUrl='https://pbs.twimg.com/media/FVY7r9BXwAY7dzW.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1537481891183460352/pl/qUArCAVIXx7rI9h6.m3u8?tag=14&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537481891183460352/vid/320x320/d1cHoTrlub0jUywd.mp4?tag=14', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537481891183460352/vid/540x540/Tvx34YDsQfHTiXg1.mp4?tag=14', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1537481891183460352/vid/720x720/f5tyPpclzVs_Ow5i.mp4?tag=14', bitrate=1280000)], duration=25.258, type='video')]",[],235,,2441,1571,,https://twitter.com/JoeBiden/status/1537481954077331456,1537481954077331456,1537481954077331456,0.957706868648529,0.0009924098849296,0.04130070656538,MSFT,neutral
"Pride is about courage and justice.

Since my first day in office, I've signed a comprehensive executive order to protect LGBTQ+ rights, reinforced federal protections for transgender kids, and launched a whole-of-government initiative to advance equity in LGBTQ+ communities.",Wed Jun 01 22:25:00 +0000 2022,2022-06-01 22:25:00+00:00,14702,,[],248,,2491,1968,,https://twitter.com/JoeBiden/status/1532126093293010945,1532126093293010945,1532126093293010945,0.9560884237289428,0.0437698177993297,0.000141833021189,MSFT,neutral
"When I ran for office, I said I wanted to rebuild the backbone of our economy—the middle class.

Because I believe that everybody does better when everybody is in on the deal. https://t.co/0BTVvg2bde",Tue May 17 20:39:03 +0000 2022,2022-05-17 20:39:03+00:00,6324,"[Photo(previewUrl='https://pbs.twimg.com/media/FS_MdN6WAAACkuY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FS_MdN6WAAACkuY?format=jpg&name=large', type='photo')]",[],289,,2876,1061,,https://twitter.com/JoeBiden/status/1526663608855412740,1526663608855412740,1526663608855412740,0.5939452052116394,0.4059948623180389,6.00036364630796e-05,MSFT,down
"During my first year in office, American agriculture exports shattered all previous records—$177 billion last year alone.

We have to keep investing in our farmers to reduce prices for consumers.",Fri May 13 19:00:21 +0000 2022,2022-05-13 19:00:21+00:00,12662,,[],316,,3293,2343,,https://twitter.com/JoeBiden/status/1525189221794840576,1525189221794840576,1525189221794840576,0.0014298529131338,0.1270650923252105,0.8715050220489502,MSFT,up
"When I took office, there were around 20 million people relying on unemployment benefits to feed their families; today, that number is around 1 million—the lowest since 1970.

We are building an economy that values the dignity of work.",Sat May 07 23:39:00 +0000 2022,2022-05-07 23:39:00+00:00,25047,,[],619,,5873,3901,,https://twitter.com/JoeBiden/status/1523085018805202944,1523085018805202944,1523085018805202944,0.812635064125061,0.0009048833162523,0.1864600777626037,MSFT,neutral
"All the talk about the deficit from my Republican friends—I love it.

The deficit was reduced by $350 billion in my first year in office, and we are on track to reduce it by another $1.5 trillion.",Fri May 06 17:29:01 +0000 2022,2022-05-06 17:29:01+00:00,32844,,[],736,,4984,6266,,https://twitter.com/JoeBiden/status/1522629518808301572,1522629518808301572,1522629518808301572,0.4953553378582001,0.4843580424785614,0.0202865786850452,MSFT,down
"America is back to work.

Our economy added 7.9 million jobs since I took office—more jobs created on average per month than under any other president in history. That’s millions of families with a little more breathing room and the dignity a job provides.",Sat Apr 09 20:33:00 +0000 2022,2022-04-09 20:33:00+00:00,18364,,[],485,,5736,2803,,https://twitter.com/JoeBiden/status/1512891350206791681,1512891350206791681,1512891350206791681,0.9890484809875488,0.0097753498703241,0.001176054473035,MSFT,down
"In March, the unemployment rate fell to 3.6%, down from 6.4% when I took office about 15 months ago – the fastest decline in unemployment to start a president's term ever recorded.",Sat Apr 02 22:38:00 +0000 2022,2022-04-02 22:38:00+00:00,37375,,[],647,,5413,5474,,https://twitter.com/JoeBiden/status/1510386091941150721,1510386091941150721,1510386091941150721,0.0017186327604576,0.0006246150005608,0.9976567029953004,MSFT,neutral
"Before I took office, people were hurting and we had to act. We passed the American Rescue Plan without a single, solitary Republican vote.

Few pieces of legislation in our history have done more to lift the country out of crisis.",Sun Mar 13 16:51:00 +0000 2022,2022-03-13 16:51:00+00:00,34313,,[],750,,7736,5004,,https://twitter.com/JoeBiden/status/1503051009911930883,1503051009911930883,1503051009911930883,0.5366038084030151,0.2550742626190185,0.2083219289779663,MSFT,up
"Before the American Rescue Plan passed, the Congressional Budget Office projected that it would take until 2023 to get to a 4.8% unemployment rate.

We hit that rate in October of 2021.",Sat Oct 09 21:08:01 +0000 2021,2021-10-09 21:08:01+00:00,18732,,[],225,,1803,3209,,https://twitter.com/JoeBiden/status/1446945570753589254,1446945570753589254,1446945570753589254,0.9976736903190612,1.3307274457474705e-05,0.0023129342589527,MSFT,neutral
"California, today is Election Day. We’re counting on you to vote NO on the recall to keep @GavinNewsom in office and California moving forward.

Polls are open until 8pm. Make your voice heard.",Tue Sep 14 13:14:37 +0000 2021,2021-09-14 13:14:37+00:00,35114,,[],434,,2419,6207,,https://twitter.com/JoeBiden/status/1437766739627057159,1437766739627057159,1437766739627057159,0.9999842643737792,3.4430609048285987e-06,1.2303152288950514e-05,MSFT,neutral
"Grassroots supporters made it possible for us to pass the American Rescue Plan and start getting our country back on track—but our work is far from over. Please consider chipping in to support Democrats running for office in 2021, 2022, and beyond.
https://t.co/XfbPPFvKr8",Sat May 29 15:31:17 +0000 2021,2021-05-29 15:31:17+00:00,7904,,['https://secure.actblue.com/donate/democratic-fight-fund-may-deadline-2021?refcode=tw_20210529_jb'],138,,5842,1173,,https://twitter.com/JoeBiden/status/1398663242675806212,1398663242675806212,1398663242675806212,0.9991849064826964,0.0004661176353693,0.0003490459057502,MSFT,neutral
"Before we took office, the economy added back 60,000 jobs per month. It’s now adding back 500,000 jobs per month.

In fact, we've created 1.5 million jobs—more jobs than have ever been created in the first three months of any president in our nation's history.",Fri May 28 21:06:12 +0000 2021,2021-05-28 21:06:12+00:00,59910,,[],830,,5513,6629,,https://twitter.com/JoeBiden/status/1398385137402843137,1398385137402843137,1398385137402843137,0.3357056379318237,0.660035252571106,0.0042590680532157,MSFT,neutral
"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. Not as a political statement, but as a patriotic duty. https://t.co/0Uayw4sAs7",Tue Dec 29 23:50:00 +0000 2020,2020-12-29 23:50:00+00:00,66605,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1344063650496213001/img/ueIfSwAqLgwaDtsk.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344063650496213001/vid/320x320/P0T8Rkk4rTUyOHBI.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344063650496213001/vid/480x480/hQiaBfqF39U9TjYn.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344063650496213001/pl/Q4GUHlGJj6pLTts_.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344063650496213001/vid/720x720/TDH2dRK-KCoAotyt.mp4?tag=13', bitrate=1280000)], duration=53.387, type='video')]",[],3458,,16872,7126,,https://twitter.com/JoeBiden/status/1344068179463700480,1344068179463700480,1344068179463700480,0.9998074173927308,2.9027067284914665e-05,0.0001635552180232,MSFT,neutral
"Today, I have named a COVID-19 Transition Advisory Board, comprised of distinguished public health experts, to help our transition team translate the Biden-Harris COVID-19 plan into a blueprint we can put into place as soon as @KamalaHarris and I are sworn into office.",Mon Nov 09 18:37:00 +0000 2020,2020-11-09 18:37:00+00:00,310105,,[],3793,,8891,22274,,https://twitter.com/JoeBiden/status/1325870017401905152,1325870017401905152,1325870017401905152,0.9999771118164062,1.927571247506421e-05,3.603126515372424e-06,MSFT,neutral
"The presidency, itself, is not a partisan institution. It's the one office in the nation that represents everyone and it demands a duty of care for all Americans, and that is precisely what I will do.",Wed Nov 04 21:45:00 +0000 2020,2020-11-04 21:45:00+00:00,253682,,[],2854,,4459,21401,,https://twitter.com/JoeBiden/status/1324105390049488896,1324105390049488896,1324105390049488896,0.9998239874839784,0.0001028330152621,7.318523421417922e-05,MSFT,up
".@BarackObama and I have seen the office of the presidency up close, we know what the job entails, and there's too much at stake to give Donald Trump another four years.

Vote: https://t.co/eoxT07uII9 https://t.co/7imuWqlZSN",Sun Nov 01 03:45:00 +0000 2020,2020-11-01 03:45:00+00:00,28593,"[Photo(previewUrl='https://pbs.twimg.com/media/EltVsQ3X0AAIWCl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EltVsQ3X0AAIWCl?format=jpg&name=large', type='photo')]",['http://iwillvote.com'],394,,2304,3456,,https://twitter.com/JoeBiden/status/1322746435071139840,1322746435071139840,1322746435071139840,0.9999393224716188,7.594534054078394e-06,5.3018015023553744e-05,MSFT,up
"Let me be clear: Hardworking Americans should not be paying more in federal income taxes than Amazon or Netflix.

It’s time for big corporations to finally pay their fair share.",Fri Oct 30 20:15:00 +0000 2020,2020-10-30 20:15:00+00:00,122435,,[],1625,,3824,15209,,https://twitter.com/JoeBiden/status/1322270801370902528,1322270801370902528,1322270801370902528,0.9995774626731871,0.0001835970469983,0.0002388882130617,NFLX,down
"I join Israelis in honoring Prime Minister Yitzhak Rabin z""l, 25 years after his assassination. He led a life of service to his country and its security — and bravely gave his life pursuing peace. I was honored to call him a friend.",Thu Oct 29 17:15:00 +0000 2020,2020-10-29 17:15:00+00:00,35697,,[],565,,1518,3525,,https://twitter.com/JoeBiden/status/1321863115680567297,1321863115680567297,1321863115680567297,0.9658393263816832,0.0340991020202636,6.154371658340096e-05,AMZN,down
"You can't make this up: Yesterday, the White House science office put out a statement listing ""ending the COVID-19 pandemic"" as the top accomplishment of President Trump's first term.
https://t.co/46VkWJE0GN",Wed Oct 28 21:26:00 +0000 2020,2020-10-28 21:26:00+00:00,62668,,['https://www.politico.com/news/2020/10/27/white-house-science-office-ending-pandemic-432827'],3142,,6153,10754,,https://twitter.com/JoeBiden/status/1321563893001408512,1321563893001408512,1321563893001408512,0.9967592358589172,0.0031726220622658,6.816287350375205e-05,MSFT,down
"The simple, sad truth is that this president is not in office to serve the American people. He’s in it to serve himself.

@KamalaHarris and I are in this for you and your families. https://t.co/mV9ONHhn1b",Tue Oct 20 14:36:00 +0000 2020,2020-10-20 14:36:00+00:00,54143,,['https://www.tampabay.com/opinion/2020/10/19/im-joe-biden-and-floridians-heres-my-plan-column/'],883,,5620,10249,,https://twitter.com/JoeBiden/status/1318561610235981824,1318561610235981824,1318561610235981824,0.9998806715011596,1.4749785805179272e-05,0.0001044927921611,MSFT,neutral
"The unrelenting impact of climate change affects every single one of us.

It requires action, not denial. It requires leadership, not scapegoating.

It requires a president to meet the threshold duty of the office — to care, for everyone.",Fri Sep 25 22:05:00 +0000 2020,2020-09-25 22:05:00+00:00,36491,,[],694,,4722,7058,,https://twitter.com/JoeBiden/status/1309614908636409856,1309614908636409856,1309614908636409856,0.9999172687530518,1.0484273843758274e-05,7.227411697385833e-05,MSFT,up
"In-person early voting should be easy and convenient for all. The Flint, MI City Clerk's office will be open the last three weekends before Election Day for folks to cast their ballots. It's an example that cities and states across the country should follow.",Thu Sep 24 20:56:55 +0000 2020,2020-09-24 20:56:55+00:00,51560,,[],407,,1770,10834,,https://twitter.com/JoeBiden/status/1309235386242215940,1309235386242215940,1309235386242215940,0.9986926913261414,0.0013060527853667,1.2901468835480046e-06,MSFT,up
"Donald Trump ran for office saying he would represent the forgotten men and women of this country — and as soon as he got in office, he forgot about us.",Tue Sep 22 00:45:00 +0000 2020,2020-09-22 00:45:00+00:00,149575,,[],5625,,32955,23658,,https://twitter.com/JoeBiden/status/1308205622039437312,1308205622039437312,1308205622039437312,0.9993721842765808,6.059362078758569e-08,0.0006277076317928,MSFT,up
"The fact is, Iran is closer to a nuclear bomb today than it was when Donald Trump took office.

Every day he’s in charge of our national security is another day our enemies are emboldened and the American people are at risk. https://t.co/hEMkpGARuo",Tue Sep 15 01:30:00 +0000 2020,2020-09-15 01:30:00+00:00,32818,,['https://www.cnn.com/2020/09/13/opinions/smarter-way-to-be-tough-on-iran-joe-biden/index.html'],1211,,6877,8543,,https://twitter.com/JoeBiden/status/1305680232469467137,1305680232469467137,1305680232469467137,0.6135621070861816,0.0001393562415614,0.3862985074520111,MSFT,down
"Donald Trump promised to be ""the greatest jobs president God ever created.""

But in reality, he's on track to become the first president in modern history to leave office with fewer jobs than when he entered.

American workers can't take four more years of his failed leadership.",Sun Sep 06 22:15:00 +0000 2020,2020-09-06 22:15:00+00:00,87700,,[],1835,,11039,18810,,https://twitter.com/JoeBiden/status/1302732055214653441,1302732055214653441,1302732055214653441,0.9284146428108216,0.0520719774067401,0.0195132996886968,MSFT,up
"When President Trump took office, he inherited a growing economy from the Obama-Biden administration. And just like everything else he’s inherited in his life, he squandered it. https://t.co/tTBD8lRC1c",Fri Aug 28 02:24:00 +0000 2020,2020-08-28 02:24:00+00:00,27125,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EgeT26rX0AETlqO.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299169486503899136/vid/320x320/J7ft_5CF1BCL-aGz.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1299169486503899136/pl/djiXrDTHH8UBCYjf.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299169486503899136/vid/480x480/Gan9S3MXi2844rtZ.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1299169486503899136/vid/720x720/C5UDtU_ahBMgIDq5.mp4?tag=13', bitrate=1280000)], duration=7.867, type='video')]",[],633,,1939,9314,,https://twitter.com/JoeBiden/status/1299170839410216961,1299170839410216961,1299170839410216961,0.9997498393058776,0.000195973101654,5.423873153631576e-05,MSFT,neutral
President Obama and I established a White House office to prepare our nation for future pandemics. Donald Trump eliminated it — and we've been paying the price every single day.,Mon Aug 24 00:37:00 +0000 2020,2020-08-24 00:37:00+00:00,194130,,[],2192,,9056,35599,,https://twitter.com/JoeBiden/status/1297694360545484801,1297694360545484801,1297694360545484801,0.999589502811432,1.1795255886681844e-05,0.000398724048864,MSFT,up
"Giving the Trump administration another four years in office would have catastrophic implications for future generations. His victory would threaten the future of our democracy, and we must vote him out this November. https://t.co/iIFPTIB1Er",Sun Aug 09 13:00:00 +0000 2020,2020-08-09 13:00:00+00:00,49077,,['http://Iwillvote.com'],912,,4243,11541,,https://twitter.com/JoeBiden/status/1292445526005252096,1292445526005252096,1292445526005252096,0.7468834519386292,0.0008993025403469,0.2522172629833221,MSFT,neutral
Let me be clear: Voting is a right — not a privilege. Anyone who tells you otherwise can’t be trusted to hold the highest office in this land.,Thu Aug 06 20:25:00 +0000 2020,2020-08-06 20:25:00+00:00,143404,,[],1413,,7356,23874,,https://twitter.com/JoeBiden/status/1291470348928475136,1291470348928475136,1291470348928475136,0.956800639629364,0.0413347892463207,0.0018645535456016,MSFT,neutral
